count,command,pushing_to_server_required
988,"apparmor=""DENIED""",yes
989,"apparmor=""DENIED""",yes
990,Changed attributes:,yes
991,"apparmor=""DENIED""",yes
992,Removed session,no
993,Registered Authentication Agent,yes
994,Changed attributes:,yes
995,Changed attributes:,yes
996,Registered Authentication Agent,yes
997,session closed,no
998,session opened,yes
999,The SSH agent was already initialized,no
1000,"apparmor=""DENIED""",yes
1001,USER=root ; COMMAND=,yes
1002,session opened,yes
1003,is owned by root and has written permissions to anyone,yes
1004,is owned by root and has written permissions to anyone,yes
1005,"apparmor=""DENIED""",yes
1006,Changed attributes:,yes
1007,Accepted password for root from ,yes
1008,The Secret Service was already initialized,yes
1009,The Secret Service was already initialized,yes
1010,"apparmor=""DENIED""",yes
1011,session opened,yes
1012,Registered Authentication Agent,yes
1013,The SSH agent was already initialized,no
1014,"apparmor=""DENIED""",yes
1015,Removed session,no
1016,The Secret Service was already initialized,yes
1017,"apparmor=""DENIED""",yes
1018,Accepted password for root from ,yes
1019,The SSH agent was already initialized,no
1020,Accepted password for root from ,yes
1021,Removed session,no
1022,session opened,yes
1023,Changed attributes:,yes
1024,The SSH agent was already initialized,no
1025,Registered Authentication Agent,yes
1026,is owned by root and has written permissions to anyone,yes
1027,Accepted password for root from ,yes
1028,Removed session,no
1029,session opened,yes
1030,Changed attributes:,yes
1031,session closed,no
1032,Changed attributes:,yes
1033,"apparmor=""DENIED""",yes
1034,Removed session,no
1035,USER=root ; COMMAND=,yes
1036,"apparmor=""DENIED""",yes
1037,"apparmor=""DENIED""",yes
1038,session closed,no
1039,session opened,yes
1040,Accepted password for root from ,yes
1041,"apparmor=""DENIED""",yes
1042,Removed session,no
1043,Changed attributes:,yes
1044,Changed attributes:,yes
1045,USER=root ; COMMAND=,yes
1046,Accepted password for root from ,yes
1047,Accepted password for root from ,yes
1048,"apparmor=""DENIED""",yes
1049,session closed,no
1050,session closed,no
1051,"apparmor=""DENIED""",yes
1052,Changed attributes:,yes
1053,"apparmor=""DENIED""",yes
1054,USER=root ; COMMAND=,yes
1055,The Secret Service was already initialized,yes
1056,The SSH agent was already initialized,no
1057,is owned by root and has written permissions to anyone,yes
1058,Changed attributes:,yes
1059,session closed,no
1060,session opened,yes
1061,The SSH agent was already initialized,no
1062,Registered Authentication Agent,yes
1063,The Secret Service was already initialized,yes
1064,"apparmor=""DENIED""",yes
1065,USER=root ; COMMAND=,yes
1066,"apparmor=""DENIED""",yes
1067,Accepted password for root from ,yes
1068,Accepted password for root from ,yes
1069,Accepted password for root from ,yes
1070,session opened,yes
1071,Accepted password for root from ,yes
1072,is owned by root and has written permissions to anyone,yes
1073,Registered Authentication Agent,yes
1074,"apparmor=""DENIED""",yes
1075,session opened,yes
1076,is owned by root and has written permissions to anyone,yes
1077,The Secret Service was already initialized,yes
1078,is owned by root and has written permissions to anyone,yes
1079,session opened,yes
1080,"apparmor=""DENIED""",yes
1081,The SSH agent was already initialized,no
1082,Removed session,no
1083,Changed attributes:,yes
1084,The SSH agent was already initialized,no
1085,The Secret Service was already initialized,yes
1086,Registered Authentication Agent,yes
1087,is owned by root and has written permissions to anyone,yes
1088,Changed attributes:,yes
1089,session opened,yes
1090,"apparmor=""DENIED""",yes
1091,Accepted password for root from ,yes
1092,Removed session,no
1093,is owned by root and has written permissions to anyone,yes
1094,Changed attributes:,yes
1095,Changed attributes:,yes
1096,Changed attributes:,yes
1097,session opened,yes
1098,USER=root ; COMMAND=,yes
1099,session closed,no
1100,Removed session,no
1101,USER=root ; COMMAND=,yes
1102,"apparmor=""DENIED""",yes
1103,session opened,yes
1104,The Secret Service was already initialized,yes
1105,"apparmor=""DENIED""",yes
1106,Accepted password for root from ,yes
1107,Removed session,no
1108,USER=root ; COMMAND=,yes
1109,"apparmor=""DENIED""",yes
1110,Registered Authentication Agent,yes
1111,Accepted password for root from ,yes
1112,USER=root ; COMMAND=,yes
1113,session opened,yes
1114,Registered Authentication Agent,yes
1115,Accepted password for root from ,yes
1116,Registered Authentication Agent,yes
1117,session opened,yes
1118,The Secret Service was already initialized,yes
1119,session opened,yes
1120,The SSH agent was already initialized,no
1121,is owned by root and has written permissions to anyone,yes
1122,Accepted password for root from ,yes
1123,session closed,no
1124,"apparmor=""DENIED""",yes
1125,Accepted password for root from ,yes
1126,"apparmor=""DENIED""",yes
1127,Changed attributes:,yes
1128,"apparmor=""DENIED""",yes
1129,Accepted password for root from ,yes
1130,Removed session,no
1131,session opened,yes
1132,USER=root ; COMMAND=,yes
1133,Changed attributes:,yes
1134,Changed attributes:,yes
1135,The SSH agent was already initialized,no
1136,is owned by root and has written permissions to anyone,yes
1137,is owned by root and has written permissions to anyone,yes
1138,Registered Authentication Agent,yes
1139,Registered Authentication Agent,yes
1140,Removed session,no
1141,Removed session,no
1142,"apparmor=""DENIED""",yes
1143,Changed attributes:,yes
1144,Changed attributes:,yes
1145,Registered Authentication Agent,yes
1146,"apparmor=""DENIED""",yes
1147,Removed session,no
1148,Registered Authentication Agent,yes
1149,Removed session,no
1150,The SSH agent was already initialized,no
1151,Accepted password for root from ,yes
1152,USER=root ; COMMAND=,yes
1153,Accepted password for root from ,yes
1154,Changed attributes:,yes
1155,Removed session,no
1156,Changed attributes:,yes
1157,session closed,no
1158,The Secret Service was already initialized,yes
1159,session opened,yes
1160,"apparmor=""DENIED""",yes
1161,Accepted password for root from ,yes
1162,Removed session,no
1163,session opened,yes
1164,Changed attributes:,yes
1165,The SSH agent was already initialized,no
1166,is owned by root and has written permissions to anyone,yes
1167,USER=root ; COMMAND=,yes
1168,"apparmor=""DENIED""",yes
1169,Accepted password for root from ,yes
1170,Removed session,no
1171,Removed session,no
1172,session opened,yes
1173,Registered Authentication Agent,yes
1174,is owned by root and has written permissions to anyone,yes
1175,"apparmor=""DENIED""",yes
1176,Accepted password for root from ,yes
1177,"apparmor=""DENIED""",yes
1178,Removed session,no
1179,Registered Authentication Agent,yes
1180,session opened,yes
1181,session closed,no
1182,Changed attributes:,yes
1183,"apparmor=""DENIED""",yes
1184,The SSH agent was already initialized,no
1185,session opened,yes
1186,"apparmor=""DENIED""",yes
1187,Removed session,no
1188,Changed attributes:,yes
1189,The SSH agent was already initialized,no
1190,Registered Authentication Agent,yes
1191,The Secret Service was already initialized,yes
1192,Changed attributes:,yes
1193,Removed session,no
1194,Removed session,no
1195,The Secret Service was already initialized,yes
1196,USER=root ; COMMAND=,yes
1197,"apparmor=""DENIED""",yes
1198,Changed attributes:,yes
1199,"apparmor=""DENIED""",yes
1200,The Secret Service was already initialized,yes
1201,session opened,yes
1202,Registered Authentication Agent,yes
1203,"apparmor=""DENIED""",yes
1204,"apparmor=""DENIED""",yes
1205,Changed attributes:,yes
1206,Changed attributes:,yes
1207,session closed,no
1208,session opened,yes
1209,"apparmor=""DENIED""",yes
1210,session opened,yes
1211,session opened,yes
1212,Accepted password for root from ,yes
1213,session opened,yes
1214,Removed session,no
1215,USER=root ; COMMAND=,yes
1216,is owned by root and has written permissions to anyone,yes
1217,The Secret Service was already initialized,yes
1218,USER=root ; COMMAND=,yes
1219,is owned by root and has written permissions to anyone,yes
1220,The SSH agent was already initialized,no
1221,session opened,yes
1222,session opened,yes
1223,session opened,yes
1224,"apparmor=""DENIED""",yes
1225,Accepted password for root from ,yes
1226,session opened,yes
1227,Changed attributes:,yes
1228,Accepted password for root from ,yes
1229,The Secret Service was already initialized,yes
1230,session closed,no
1231,Changed attributes:,yes
1232,The SSH agent was already initialized,no
1233,"apparmor=""DENIED""",yes
1234,The Secret Service was already initialized,yes
1235,The SSH agent was already initialized,no
1236,Registered Authentication Agent,yes
1237,Removed session,no
1238,"apparmor=""DENIED""",yes
1239,USER=root ; COMMAND=,yes
1240,The Secret Service was already initialized,yes
1241,Accepted password for root from ,yes
1242,session closed,no
1243,USER=root ; COMMAND=,yes
1244,is owned by root and has written permissions to anyone,yes
1245,"apparmor=""DENIED""",yes
1246,Changed attributes:,yes
1247,session opened,yes
1248,Removed session,no
1249,"apparmor=""DENIED""",yes
1250,Accepted password for root from ,yes
1251,Removed session,no
1252,Removed session,no
1253,is owned by root and has written permissions to anyone,yes
1254,Registered Authentication Agent,yes
1255,Changed attributes:,yes
1256,"apparmor=""DENIED""",yes
1257,Accepted password for root from ,yes
1258,"apparmor=""DENIED""",yes
1259,session closed,no
1260,session opened,yes
1261,Registered Authentication Agent,yes
1262,Registered Authentication Agent,yes
1263,The SSH agent was already initialized,no
1264,The Secret Service was already initialized,yes
1265,"apparmor=""DENIED""",yes
1266,Registered Authentication Agent,yes
1267,Removed session,no
1268,Registered Authentication Agent,yes
1269,is owned by root and has written permissions to anyone,yes
1270,Accepted password for root from ,yes
1271,session closed,no
1272,The Secret Service was already initialized,yes
1273,Accepted password for root from ,yes
1274,Registered Authentication Agent,yes
1275,is owned by root and has written permissions to anyone,yes
1276,Accepted password for root from ,yes
1277,session closed,no
1278,Registered Authentication Agent,yes
1279,Accepted password for root from ,yes
1280,session opened,yes
